brand,screen_size,harddisk,cpu,OS,price,integer_ram
Msi,15.6,2.0,Intel,Win,2599.0,32.0
Dell,14.0,256.0,Intel,Win,988.99,16.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Lenovo,12.5,128.0,Intel,Win,899.99,4.0
Dell,17.3,512.0,Intel,Win,2051.37,64.0
Dell,15.6,256.0,Intel,Win,843.99,16.0
Dell,15.6,512.0,Intel,Win,1657.99,16.0
Dell,15.6,512.0,Intel,Win,1102.99,16.0
Dell,15.6,2000.0,Intel,Win,2498.23,32.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Dell,15.6,256.0,Intel,Win,877.99,16.0
Hp,15.6,512.0,Intel,Win,1999.0,16.0
Dell,17.3,1000.0,Intel,Win,2931.99,32.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Lenovo,15.6,1.0,Intel,Win,3999.0,64.0
Lenovo,14.0,1.0,Intel,Win,1599.0,24.0
Lg,14.0,1.0,Intel,Win,1635.99,16.0
Dell,15.6,512.0,Intel,Win,1999.0,64.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Dell,14.0,2000.0,Intel,Win,2076.4,32.0
Dell,17.3,2.0,Intel,Win,1699.0,16.0
Dell,13.3,256.0,Intel,Win,731.97,16.0
Lenovo,14.0,256.0,Intel,Win,1059.0,8.0
Dell,14.0,512.0,Intel,Win,1354.99,16.0
Dell,13.3,512.0,Intel,Win,1540.99,16.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Lenovo,13.0,512.0,Intel,Win,2729.0,32.0
Dell,15.6,1.0,Intel,Win,656.85,16.0
Dell,15.6,512.0,Intel,Win,1703.99,8.0
Samsung,15.6,1.0,Intel,Win,2388.42,16.0
Alienware,15.6,1000.0,Intel,Win,1799.95,16.0
Dell,13.3,1000.0,Intel,Win,756.99,8.0
Dell,16.0,512.0,Ryzen,Win,702.99,16.0
Lenovo,14.0,256.0,Intel,Win,374.99,8.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Lenovo,13.3,256.0,Ryzen,Win,859.0,8.0
Dell,15.6,1.0,Intel,Win,678.08,32.0
Dell,14.0,512.0,Intel,Win,841.99,16.0
Dell,15.6,512.0,Intel,Win,1347.47,16.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Dell,13.3,256.0,Intel,Win,730.99,16.0
Dell,14.0,1000.0,Intel,Win,941.99,16.0
Lenovo,15.6,1.0,Intel,Win,2603.0,32.0
Dell,15.6,256.0,AMD,Win,976.99,8.0
Dell,15.6,1.0,Intel,Win,1599.95,32.0
Dell,13.4,2000.0,Intel,Win,1350.99,32.0
Lenovo,15.6,1000.0,Intel,Win,1094.99,24.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Dell,15.6,512.0,Intel,Win,1399.95,16.0
Dell,14.0,512.0,Ryzen,Win,800.19,16.0
Dell,14.0,1000.0,Intel,Win,1134.49,64.0
Lenovo,14.0,512.0,Intel,Win,950.77,16.0
Dell,15.6,256.0,Intel,Win,628.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Dell,14.0,1000.0,Intel,Win,2086.99,16.0
Lenovo,15.6,512.0,Intel,Win,2699.0,16.0
Dell,15.6,512.0,Intel,Win,1799.0,16.0
Lenovo,17.3,128.0,Ryzen,Win,686.9,8.0
Asus,15.6,1.0,Intel,Win,1999.99,16.0
Dell,16.0,1000.0,Ryzen,Win,925.99,32.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Dell,15.6,1.0,Intel,Win,725.0,8.0
Dell,17.3,1000.0,Intel,Win,3157.99,64.0
Dell,15.6,512.0,Intel,Win,1499.95,16.0
Asus,14.0,512.0,Intel,Win,1099.0,8.0
Hp,17.3,1.0,Intel,Win,5598.29,64.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Lenovo,14.0,1.0,Intel,Win,979.99,16.0
Lenovo,15.6,512.0,Ryzen,Win,599.0,8.0
Dell,13.3,256.0,Intel,Win,683.99,8.0
Lenovo,16.0,512.0,Intel,Win,1799.0,16.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Dell,17.3,1.0,Intel,Win,2395.0,16.0
Acer,15.6,32.0,Celeron,Chrome OS,258.9,4.0
Dell,15.6,1.0,Intel,Win,1038.28,32.0
Asus,15.6,1.0,Ryzen,Win,2099.99,32.0
Dell,16.0,1000.0,Ryzen,Win,765.11,32.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Lenovo,13.3,256.0,Intel,Win,1399.99,8.0
Dell,15.6,1.0,Intel,Win,1805.99,32.0
Dell,15.6,512.0,AMD,Win,1012.99,8.0
Dell,15.6,512.0,Intel,Win,1068.99,16.0
Lenovo,14.0,256.0,Intel,Win,1220.99,16.0
Dell,14.0,1000.0,Intel,Win,1773.99,32.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Dell,15.6,2000.0,Intel,Win,1031.99,32.0
Lenovo,15.6,1.0,Intel,Win,3199.0,64.0
Dell,16.0,512.0,Ryzen,Win,911.99,32.0
Dell,15.6,256.0,Intel,Win,919.99,8.0
Dell,13.3,256.0,Intel,Win,692.99,16.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Rokc,14.0,512.0,Intel,Win,469.99,12.0
Dell,15.6,256.0,Intel,Win,1690.99,16.0
Msi,14.0,512.0,Intel,Win,936.79,16.0
Msi,15.6,1.0,Intel,Win,2699.0,32.0
Dell,15.6,512.0,Intel,Win,1424.99,32.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Dell,17.3,1000.0,Ryzen,Win,2220.99,32.0
Dell,14.0,256.0,Intel,Win,956.99,16.0
Lenovo,14.0,256.0,Intel,Win,699.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Dell,13.3,512.0,Intel,Win,1102.99,16.0
Dell,15.6,1.0,Intel,Win,677.99,32.0
Dell,15.6,256.0,Intel,Win,368.98,8.0
Apple,16.2,4.0,Apple M2 Max,Mac,4888.99,64.0
Dell,17.3,512.0,Intel,Win,1744.99,32.0
Dell,15.6,1.0,Intel,Win,2999.0,32.0
Dell,17.0,2.0,Intel,Win,3377.99,64.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Hp,15.6,1.0,Intel,Win,399.0,6.0
Hp,15.6,512.0,Ryzen,Win,1296.0,16.0
Dell,13.0,512.0,Intel,Win,1999.0,16.0
Dell,13.3,512.0,Intel,Win,1699.0,16.0
Dell,15.6,1.0,Intel,Win,1786.59,64.0
Dell,14.0,1000.0,Intel,Win,1929.95,32.0
Dell,18.0,1000.0,Intel,Win,2214.99,16.0
Dell,14.0,2.0,Intel,Win,1689.99,64.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Lenovo,14.0,512.0,Intel,Win,1099.0,16.0
Dell,17.0,512.0,Intel,Win,2460.15,16.0
Hp,16.0,1.0,Intel,Win,2759.0,32.0
Dell,15.6,512.0,Intel,Win,1293.59,8.0
Dell,16.0,1000.0,Intel,Win,1799.0,16.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Dell,15.6,1.0,Intel,Win,1799.95,32.0
Hp,15.6,1.0,Intel,Win,2499.0,64.0
Dell,18.0,1000.0,Intel,Win,2340.99,32.0
Dell,13.0,256.0,Intel,Win,1030.99,16.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Dell,17.3,256.0,Intel,Win,1657.21,16.0
Dell,14.0,1000.0,Intel,Win,3239.89,64.0
Dell,15.6,512.0,Intel,Win,751.06,16.0
Asus,14.0,512.0,Intel,Win,1799.0,16.0
Dell,17.3,1.0,Intel,Win,3298.0,32.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Lenovo,14.0,256.0,Intel,Win,949.0,8.0
Dell,11.6,256.0,Intel,Win,1159.95,16.0
Lenovo,13.3,512.0,Intel,Win,1799.0,16.0
Dell,13.3,256.0,Intel,Win,658.99,8.0
Dell,14.0,512.0,Intel,Win,787.99,16.0
Dell,14.0,512.0,Intel,Win,2508.39,16.0
Hp,13.3,256.0,Intel,Win,1399.0,8.0
Dell,17.3,1000.0,Intel,Win,1799.95,32.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Dell,15.6,1.0,Intel,Win,753.11,64.0
Dell,15.6,1.0,Intel,Win,1169.77,16.0
Dell,15.6,256.0,Intel,Win,533.02,8.0
Lenovo,14.0,256.0,Intel,Win,750.0,4.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Dell,13.4,512.0,Intel,Win,1799.0,32.0
Hp,16.0,256.0,Intel,Win,1764.96,16.0
Hp,16.0,2.0,Intel,Win,1899.0,16.0
Dell,13.3,512.0,Intel,Win,730.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Dell,13.3,512.0,Intel,Win,730.99,8.0
Dell,15.6,512.0,Intel,Win,412.98,16.0
Hp,13.3,256.0,Intel,Win,929.0,8.0
Acer,15.6,1.0,Intel,Win,1829.99,16.0
Dell,14.0,256.0,Intel,Win,672.99,8.0
Hp,14.0,512.0,Intel,Win,2799.0,16.0
Dell,15.6,1000.0,Intel,Win,4000.0,32.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Asus,15.6,1.0,Intel,Win,2299.0,16.0
Hp,12.5,1000.0,Intel,Win,322.98,16.0
Msi,17.3,1.0,Intel,Win,3399.0,32.0
Lenovo,15.6,1.0,Intel,Win,3799.0,64.0
Acer,15.6,256.0,Ryzen,Win,1399.0,8.0
Dell,13.3,256.0,Intel,Win,843.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Dell,15.6,256.0,Celeron,Win,877.99,8.0
Dell,15.6,1024.0,Ryzen,Win,1429.99,32.0
Dell,17.3,1000.0,Intel,Win,1778.99,32.0
Dell,15.6,512.0,Intel,Win,943.69,16.0
Dell,18.0,1000.0,Intel,Win,2925.65,64.0
Lenovo,14.0,500.0,Pentium,Win,377.91,4.0
Dell,17.3,1000.0,Intel,Win,3182.99,64.0
Dell,16.0,2.0,Intel,Win,1421.99,8.0
Dell,17.3,2000.0,Intel,Win,3329.99,64.0
Asus,15.6,512.0,Intel,Win,1999.0,8.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Dell,15.6,1.0,Intel,Win,649.99,16.0
Rokc,15.6,640.0,Athlon Silver 3050U,Win,389.99,20.0
Dell,14.0,512.0,Intel,Win,823.99,16.0
Dell,18.0,512.0,Intel,Win,2693.24,64.0
Dell,15.6,2000.0,Intel,Win,3034.99,64.0
Shoxlab,17.3,1.0,Intel,Win,2299.95,32.0
Dell,13.0,256.0,Intel,Win,1030.99,16.0
Dell,14.0,256.0,Intel,Win,1056.99,16.0
Hp,14.0,1000.0,Intel,Win,319.98,16.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Lenovo,16.0,1.0,Intel,Win,1304.1,16.0
Asus,17.3,1.0,Intel,Win,3399.0,16.0
Dell,14.0,256.0,Intel,Win,1499.0,8.0
Dell,14.0,256.0,Intel,Win,899.95,8.0
Dell,15.6,1.0,Intel,Win,975.0,32.0
Hp,15.6,1.0,Intel,Win,2199.0,16.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Dell,15.6,256.0,Intel,Win,1162.99,16.0
Gizpro,14.0,256.0,Intel,Win,2699.0,32.0
Dell,16.0,1000.0,Intel,Win,2720.99,16.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Dell,14.0,512.0,Intel,Win,1009.99,32.0
Asus,15.6,512.0,Intel,Win,1199.0,8.0
Dell,14.0,1000.0,Intel,Win,1470.99,64.0
Dell,15.6,256.0,Intel,Win,508.99,16.0
Hp,16.0,1.0,Intel,Win,1351.42,16.0
Hp,14.0,32.0,Intel,Chrome OS,473.22,4.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Dell,15.6,512.0,Intel,Win,1764.99,32.0
Dell,15.6,1.0,Celeron,Win,919.99,16.0
Dell,15.6,4.0,Intel,Win,2828.99,64.0
Maingear,17.3,1.0,Intel,Win,2000.07,32.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Dell,13.3,256.0,Intel,Win,680.0,8.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Dell,15.6,512.0,Intel,Win,2500.0,16.0
Dell,15.6,500.0,Intel,Win,959.99,8.0
Lg,16.0,1.0,Intel,Win,1299.99,16.0
Lenovo,13.3,256.0,Intel,Win,800.0,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Dell,13.0,128.0,Intel,Win,1568.39,16.0
Dell,14.0,512.0,Intel,Win,1513.99,32.0
Dell,15.6,512.0,Intel,Win,975.99,16.0
Dell,16.0,1000.0,Intel,Win,1681.34,32.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Dell,13.3,2000.0,Intel,Win,1074.99,32.0
Acer,15.6,512.0,Intel,Win,3399.0,16.0
Dell,15.6,256.0,Ryzen,Win,981.99,12.0
Dell,13.3,512.0,Intel,Win,1273.99,16.0
Dell,17.3,2000.0,Intel,Win,2359.99,32.0
Dell,13.3,1000.0,Intel,Win,966.99,32.0
Lenovo,15.6,512.0,Intel,Win,749.95,16.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Dell,15.6,1.0,Intel,Win,1499.0,32.0
Dell,15.6,2.0,Intel,Win,2376.99,64.0
Dell,17.3,2000.0,Intel,Win,3140.99,64.0
Hp,17.3,2.0,Intel,Win,2719.0,64.0
Msi,15.6,1.0,Intel,Win,1799.0,16.0
Dell,15.6,512.0,Intel,Win,2192.99,16.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Dell,15.6,128.0,Intel,Win,334.99,4.0
Shoxlab,15.6,1.0,Ryzen,Win,1479.0,32.0
Msi,15.6,1.0,Intel,Win,2199.0,16.0
Lenovo,15.6,512.0,Intel,Win,714.0,8.0
Asus,15.6,512.0,Intel,Win,3499.99,16.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Acer,13.3,64.0,Media,Chrome OS,209.99,4.0
Alienware,13.3,512.0,Intel,Win,1649.95,16.0
Dell,17.0,512.0,Intel,Win,2188.3,32.0
Dell,14.0,1.0,Ryzen,Win,959.99,64.0
Dell,14.0,512.0,Intel,Win,1195.0,16.0
Dell,14.0,256.0,Intel,Win,1725.99,16.0
Dell,15.6,1.0,Intel,Win,3395.19,32.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Lenovo,14.0,512.0,Intel,Win,869.99,16.0
Dell,14.0,256.0,Intel,Win,724.99,8.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Dell,14.0,512.0,Intel,Win,1681.96,16.0
Dell,15.6,256.0,Intel,Win,1385.56,8.0
Dell,13.3,256.0,Intel,Win,1299.99,16.0
Dell,14.0,2.0,Intel,Win,1599.0,32.0
Dell,14.0,1.0,Intel,Win,1222.99,16.0
Dell,14.0,256.0,Intel,Win,980.99,16.0
Dell,17.3,512.0,Intel,Win,1744.99,32.0
Hp,14.0,2.0,Intel,Win,2249.99,64.0
Dell,13.3,1000.0,Intel,Win,1199.81,8.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Dell,17.3,512.0,Intel,Win,1744.99,32.0
Hp,14.0,2.0,Intel,Win,2249.99,64.0
Dell,13.3,1000.0,Intel,Win,1199.81,8.0
Dell,15.6,2.0,Intel,Win,1853.99,16.0
Dell,13.3,256.0,Intel,Win,1493.99,16.0
Dell,14.0,512.0,Intel,Win,2099.0,16.0
Dell,15.6,1.0,Intel,Win,899.81,8.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Dell,14.0,512.0,Intel,Win,899.99,8.0
Lenovo,15.6,256.0,Intel,Win,550.0,8.0
Lenovo,14.0,512.0,Intel,Win,1049.0,16.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Lenovo,14.0,512.0,Intel,Win,1049.0,16.0
Dell,15.6,2.0,Intel,Win,1799.81,64.0
Hp,11.6,256.0,Pentium,Win,657.24,8.0
Dell,13.4,1000.0,Intel,Win,1304.99,16.0
Lenovo,14.0,256.0,Intel,Win,1339.24,16.0
Dell,15.6,4.0,Intel,Win,2622.99,64.0
Acer,14.0,256.0,Intel,Win,925.0,16.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Dell,15.6,1000.0,Intel,Win,1718.99,64.0
Dell,14.0,256.0,Intel,Win,627.99,16.0
Gigabyte,15.6,512.0,Intel,Win,698.25,16.0
Dell,14.0,256.0,Intel,Win,1185.77,16.0
Lenovo,15.6,512.0,Intel,Win,2499.0,16.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Asus,15.6,500.0,Celeron,Win,380.09,4.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Dell,13.3,256.0,Intel,Win,783.16,8.0
Dell,14.0,256.0,Intel,Win,1299.95,16.0
Dell,14.0,512.0,Intel,Win,1985.86,16.0
Lg,17.0,256.0,Intel,Win,1099.0,8.0
Dell,13.3,256.0,Intel,Win,807.99,16.0
Dell,14.0,256.0,Intel,Win,1050.66,16.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Toughbook,10.1,256.0,Intel,Win,508.74,8.0
Dell,14.0,512.0,Intel,Win,1238.73,32.0
Dell,15.6,1000.0,Intel,Win,1680.99,32.0
Dell,16.0,1000.0,Intel,Win,931.99,16.0
Dell,16.0,1000.0,Ryzen,Win,1006.99,64.0
Dell,14.0,512.0,Ryzen,Win,633.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Dell,17.3,512.0,Intel,Win,2891.99,32.0
Dell,13.0,256.0,Intel,Win,749.99,16.0
Dell,15.6,256.0,Intel,Win,1299.81,8.0
Dell,14.0,1.0,Intel,Win,834.99,16.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Dell,15.6,256.0,Intel,Win,579.99,16.0
Dell,13.3,512.0,Intel,Win,781.99,16.0
Lenovo,14.0,256.0,Intel,Win,1999.0,8.0
Apple,15.6,2.0,Intel,Mac,3699.0,32.0
Dell,13.3,512.0,Intel,Win,708.99,16.0
Hp,15.6,512.0,Intel,Win,979.0,16.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Dell,14.0,256.0,Intel,Win,524.0,16.0
Lenovo,15.6,256.0,Intel,Win,422.0,16.0
Dell,14.0,2.0,Intel,Win,1381.99,64.0
Hp,13.3,1.0,Intel,Win,2499.0,16.0
Dell,14.0,1.0,Ryzen,Win,877.99,32.0
Lenovo,14.0,512.0,Intel,Win,1102.77,16.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Dell,16.0,2000.0,Ryzen,Win,989.99,32.0
Dell,17.0,2.0,Intel,Win,3378.36,64.0
Tocosy,11.6,64.0,Atom Z8350,Win,229.0,4.0
Lenovo,14.0,500.0,Intel,Win,399.0,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Dell,17.3,1000.0,Intel,Win,2799.95,32.0
Dell,15.6,2000.0,Intel,Win,1752.99,16.0
Dell,17.0,512.0,Intel,Win,2599.0,32.0
Dell,15.6,512.0,Intel,Win,1005.99,16.0
Dell,14.0,512.0,Intel,Win,959.99,16.0
Dell,15.6,2.0,Intel,Win,2940.99,16.0
Hp,15.0,1.0,Intel,Win,1299.0,32.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1.0,Intel,Win,4999.0,64.0
Dell,15.6,1000.0,Intel,Win,4000.0,32.0
Dell,13.3,256.0,Intel,Win,999.0,8.0
Dell,13.3,256.0,Intel,Win,899.81,8.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Lenovo,15.6,512.0,Intel,Win,1047.99,16.0
Dell,15.6,4000.0,Intel,Win,3116.99,64.0
Dell,15.6,256.0,Intel,Win,877.99,16.0
Dell,13.3,512.0,Intel,Win,1217.99,8.0
Hp,16.1,2000.0,Intel,Win,2299.0,32.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Dell,15.0,256.0,Intel,Win,1359.99,16.0
Dell,17.0,1000.0,Intel,Win,3130.48,32.0
Dell,13.4,512.0,Intel,Win,1041.99,16.0
